key,ar,en,fr,ge,ja,ko,po,sp,tu,ta
Items.Necklace.Name.1253,قلادة بدائية,Primitive Necklace,Collier Primitif,Primitive Halskette,プリミティブネックレス,프리미티브 목걸이,Colar Primitivo,Collar Primitivo,İlkel Kolye,Collana Primitiva
Items.Necklace.Name.1257,قلادة الأسهم,Arrow Necklace,Collier de Flèches,Pfeil-Halskette,アローネックレス,애로우 목걸이,Colar de Flechas,Collar de Flechas,Ok Kolye,Collana di Frecce
Items.Necklace.Name.1259,قلادة الرامي,Archer Necklace,Collier d'Archer,Bogenschützen-Halskette,アーチャーネックレス,아처 목걸이,Colar de Arqueiro,Collar de Arquero,Okçu Kolyesi,Collana dell'Arciere
Items.Necklace.Name.1260,قلادة ملعونة,Cursed Necklace,Collier Maudit,Verfluchte Halskette,カースドネックレス,커스드 목걸이,Colar Amaldiçoado,Collar Maldito,Lanetli Kolye,Collana Maledetta
Items.Necklace.Name.1261,قلادة ملكية,Royal Necklace,Collier Royal,Königliche Halskette,ロイヤルネックレス,로열 목걸이,Colar Real,Collar Real,Kraliyet Kolyesi,Collana Reale
Items.Necklace.Name.1320,قلادة الغموض,Arcane Necklace,Collier Arcane,Arkane Halskette,アーケインネックレス,아케인 목걸이,Colar Arcano,Collar Arcano,Gizemli Kolye,Collana Arcana
Items.Necklace.Name.1321,قلادة روحانية,Mystic Necklace,Collier Mystique,Mystische Halskette,ミスティックネックレス,미스틱 목걸이,Colar Místico,Collar Místico,Mistik Kolye,Collana Mistica
Items.Necklace.Name.1322,قلادة بلورية,Crystal Necklace,Collier en Cristal,Kristall-Halskette,クリスタルネックレス,크리스탈 목걸이,Colar de Cristal,Collar de Cristal,Kristal Kolye,Collana di Cristallo
Items.Necklace.Name.1323,قلادة مقدسة,Sacred Necklace,Collier Sacré,Heilige Halskette,セイクリッドネックレス,세이크리드 목걸이,Colar Sagrado,Collar Sagrado,Mukaddes Kolye,Collana Sacra
Items.Necklace.Name.1324,قلادة برية,Wild Necklace,Collier Sauvage,Wilde Halskette,ワイルドネックレス,와일드 목걸이,Colar Selvagem,Collar Salvaje,Vahşi Kolye,Collana Selvaggia
Items.Necklace.Name.1325,قلادة الدرويد,Druidic Necklace,Collier Druidique,Druidische Halskette,ドルイドネックレス,드루이드 목걸이,Colar Druídico,Collar Druídico,Druid Kolyesi,Collana Druidica
Items.Necklace.Name.1354,قلادة الجليد,Ice Necklace,Collier de Glace,Eis-Halskette,アイスネックレス,아이스 목걸이,Colar de Gelo,Collar de Hielo,Buz Kolye,Collana di Ghiaccio
Items.Necklace.Name.1355,قلادة الصقيع,Frost Necklace,Collier de Givre,Frost-Halskette,フロストネックレス,프로스트 목걸이,Colar de Geada,Collar de Escarcha,Don Kolyesi,Collana di Gelo
Items.Necklace.Name.1356,قلادة باردة,Chill Necklace,Collier Glaçant,Eiskalte Halskette,チルネックレス,칠 목걸이,Colar Gélido,Collar Gélido,Soğuk Kolye,Collana Gelida
Items.Necklace.Name.1416,قلادة الخالد,Undying Necklace,Collier Mort-Vivant,Untote Halskette,アンダイングネックレス,언다잉 목걸이,Colar Imortal,Collar Imperecedero,Ölmez Kolye,Collana Immortale
Items.Necklace.Name.1417,قلادة قانية,Scarlet Necklace,Collier Écarlate,Scharlachrote Halskette,スカーレットネックレス,스칼렛 목걸이,Colar Escarlate,Collar Escarlata,Kızıl Kolye,Collana Scarlatta
Items.Necklace.Name.1418,قلادة الرعب,Dread Necklace,Collier d'Effroi,Schreckens-Halskette,ドレッドネックレス,드레드 목걸이,Colar do Pavor,Collar de Pavor,Korku Kolyesi,Collana del Terrore
Items.Necklace.Name.1419,قلادة الكهنوت,Holy Necklace,Collier Saint,Geweihte Halskette,ホーリーネックレス,홀리 목걸이,Colar Santo,Collar Santo,Kutsal Kolye,Collana Santa
Items.Necklace.Name.1420,قلادة سماوية,Celestial Necklace,Collier Céleste,Himmlische Halskette,セレスティアルネックレス,셀레스티얼 목걸이,Colar Celestial,Collar Celestial,Semavi Kolye,Collana Celeste
Items.Necklace.Name.1421,قلادة شمسية,Solar Necklace,Collier Solaire,Sonnen-Halskette,ソーラーネックレス,솔라 목걸이,Colar Solar,Collar Solar,Güneş Kolyesi,Collana Solare
Items.Ring.Name.1037,خاتم التمبلر,Templar Ring,Anneau Templier,Templer-Ring,テンプラーリング,템플러 링,Anel Templário,Anillo Templario,Tapınakçı Yüzüğü,Anello Templare
Items.Ring.Name.1038,خاتم الفارس,Knight Ring,Anneau de Chevalier,Ritter-Ring,ナイトリング,나이트 링,Anel de Cavaleiro,Anillo de Caballero,Şövalye Yüzüğü,Anello del Cavaliere
Items.Ring.Name.1039,خاتم أخضر,Green Ring,Anneau Vert,Grüner Ring,グリーンリング,그린 링,Anel Verde,Anillo Verde,Yeşil Yüzük,Anello Verde
Items.Ring.Name.1040,خاتم المرافق,Squire Ring,Anneau d'Écuyer,Knappen-Ring,スクワイアリング,스콰이어 링,Anel de Escudeiro,Anillo de Escudero,Silahtar Yüzüğü,Anello dello Scudiero
Items.Ring.Name.1041,خاتم مظلم,Dark Ring,Anneau Sombre,Dunkler Ring,ダークリング,다크 링,Anel Sombrio,Anillo Oscuro,Karanlık Yüzük,Anello Oscuro
Items.Ring.Name.1042,خاتم الفايكنج,Viking Ring,Anneau Viking,Wikinger-Ring,ヴァイキングリング,바이킹 링,Anel Viking,Anillo Vikingo,Viking Yüzüğü,Anello Vichingo
Items.Ring.Name.1043,خاتم فولاذي,Steel Ring,Anneau en Acier,Stahlring,スチールリング,스틸 링,Anel de Aço,Anillo de Acero,Çelik Yüzük,Anello d'Acciaio
Items.Ring.Name.1044,خاتم البلوط,Oak Ring,Anneau de Chêne,Eichenring,オークリング,오크 링,Anel de Carvalho,Anillo de Roble,Meşe Yüzük,Anello di Quercia
Items.Ring.Name.1045,خاتم خشبي,Wooden Ring,Anneau en Bois,Holzring,ウッドリング,우든 링,Anel de Madeira,Anillo de Madera,Ahşap Yüzük,Anello di Legno
Items.Ring.Name.1046,خاتم البتولا,Birch Ring,Anneau de Bouleau,Birkenring,バーチリング,버치 링,Anel de Bétula,Anillo de Abedul,Huş Yüzüğü,Anello di Betulla
Items.Ring.Name.1264,خاتم حديدي,Iron Ring,Anneau en Fer,Eisenring,アイアンリング,아이언 링,Anel de Ferro,Anillo de Hierro,Demir Yüzük,Anello di Ferro
Items.Ring.Name.1265,خاتم اللص,Thief Ring,Anneau de Voleur,Diebesring,シーフリング,시프 링,Anel de Ladrão,Anillo de Ladrón,Hırsız Yüzüğü,Anello del Ladro
Items.Ring.Name.1268,خاتم ملعون,Cursed Ring,Anneau Maudit,Verfluchter Ring,カースドリング,커스드 링,Anel Amaldiçoado,Anillo Maldito,Lanetli Yüzük,Anello Maledetto
Items.Ring.Name.1270,خاتم الرامي,Archer Ring,Anneau d'Archer,Bogenschützen-Ring,アーチャーリング,아처 링,Anel de Arqueiro,Anillo de Arquero,Okçu Yüzüğü,Anello dell'Arciere
Items.Ring.Name.1273,خاتم ملكي,Royal Ring,Anneau Royal,Königlicher Ring,ロイヤルリング,로열 링,Anel Real,Anillo Real,Kraliyet Yüzüğü,Anello Reale
Items.Ring.Name.1326,خاتم الغموض,Arcane Ring,Anneau Arcane,Arkaner Ring,アーケインリング,아케인 링,Anel Arcano,Anillo Arcano,Gizemli Yüzük,Anello Arcano
Items.Ring.Name.1327,خاتم روحاني,Mystic Ring,Anneau Mystique,Mystischer Ring,ミスティックリング,미스틱 링,Anel Místico,Anillo Místico,Mistik Yüzük,Anello Mistico
Items.Ring.Name.1328,خاتم بلوري,Crystal Ring,Anneau en Cristal,Kristall-Ring,クリスタルリング,크리스탈 링,Anel de Cristal,Anillo de Cristal,Kristal Yüzük,Anello di Cristallo
Items.Ring.Name.1329,خاتم مقدس,Sacred Ring,Anneau Sacré,Heiliger Ring,セイクリッドリング,세이크리드 링,Anel Sagrado,Anillo Sagrado,Mukaddes Yüzük,Anello Sacro
Items.Ring.Name.1330,خاتم بري,Wild Ring,Anneau Sauvage,Wilder Ring,ワイルドリング,와일드 링,Anel Selvagem,Anillo Salvaje,Vahşi Yüzük,Anello Selvaggio
Items.Ring.Name.1331,خاتم الدرويد,Druidic Ring,Anneau Druidique,Druidischer Ring,ドルイドリング,드루이드 링,Anel Druídico,Anillo Druídico,Druid Yüzüğü,Anello Druidico
Items.Ring.Name.1357,خاتم الجليد,Ice Ring,Anneau de Glace,Eis-Ring,アイスリング,아이스 링,Anel de Gelo,Anillo de Hielo,Buz Yüzük,Anello di Ghiaccio
Items.Ring.Name.1358,خاتم الصقيع,Frost Ring,Anneau de Givre,Frost-Ring,フロストリング,프로스트 링,Anel de Geada,Anillo de Escarcha,Don Yüzüğü,Anello di Gelo
Items.Ring.Name.1359,خاتم بارد,Chill Ring,Anneau Glaçant,Eiskalter Ring,チルリング,칠 링,Anel Gélido,Anillo Gélido,Soğuk Yüzük,Anello Gelido
Items.Ring.Name.1422,خاتم الخالد,Undying Ring,Anneau Mort-Vivant,Untoten-Ring,アンダイングリング,언다잉 링,Anel Imortal,Anillo Imperecedero,Ölmez Yüzük,Anello Immortale
Items.Ring.Name.1423,خاتم قاني,Scarlet Ring,Anneau Écarlate,Scharlachroter Ring,スカーレットリング,스칼렛 링,Anel Escarlate,Anillo Escarlata,Kızıl Yüzük,Anello Scarlatto
Items.Ring.Name.1424,خاتم الفراغ,Void Ring,Anneau du Néant,Leeren-Ring,ヴォイドリング,보이드 링,Anel do Vazio,Anillo del Vacío,Boşluk Yüzüğü,Anello del Vuoto
Items.Ring.Name.1425,خاتم الكهنوت,Holy Ring,Anneau Saint,Geweihter Ring,ホーリーリング,홀리 링,Anel Santo,Anillo Santo,Kutsal Yüzük,Anello Santo
Items.Ring.Name.1426,خاتم سماوي,Celestial Ring,Anneau Céleste,Himmlischer Ring,セレスティアルリング,셀레스티얼 링,Anel Celestial,Anillo Celestial,Semavi Yüzük,Anello Celeste
Items.Ring.Name.1427,خاتم شمسي,Solar Ring,Anneau Solaire,Sonnen-Ring,ソーラーリング,솔라 링,Anel Solar,Anillo Solar,Güneş Yüzüğü,Anello Solare
Items.SubStat.AttackSpeed,سرعة الهجوم,Attack Speed,Vitesse d'Attaque,Angriffstempo,攻撃速度,공격 속도,Velocidade de Ataque,Velocidad de Ataque,Saldırı Hızı,Velocità d'Attacco
Items.SubStat.BlockChance,فرصة الصد,Block Chance,Chance de Blocage,Blockchance,ブロック率,방어 확률,Chance de Bloqueio,Probabilidad de Bloqueo,Blok Şansı,Probabilità di Blocco
Items.SubStat.CompanionCooldown,فترة انتظار الرفيق,Companion Cooldown,Recharge Compagnon,Begleiter-Abklingzeit,仲間クールダウン,동료 쿨다운,Recarga de Companheiro,Recarga de Compañero,Yoldaş Bekleme Süresi,Ricarica Compagno
Items.SubStat.CompanionDamage,ضرر الرفيق,Companion Damage,Dégâts Compagnon,Begleiterschaden,仲間ダメージ,동료 데미지,Dano de Companheiro,Daño de Compañero,Yoldaş Hasarı,Danno Compagno
Items.SubStat.CriticalChance,فرصة الحرج,Critical Chance,Chance Critique,Kritische Chance,クリティカル率,치명타 확률,Chance Crítica,Probabilidad Crítica,Kritik Şansı,Probabilità Critica
Items.SubStat.CriticalDamage,الضرر الحرج,Critical Damage,Dégâts Critiques,Kritischer Schaden,クリティカルダメージ,치명타 데미지,Dano Crítico,Daño Crítico,Kritik Hasarı,Danno Critico
Items.SubStat.Damage,الضرر,Damage,Dégâts,Schaden,ダメージ,데미지,Dano,Daño,Hasar,Danno
Items.SubStat.DoubleChance,فرصة الضربة المزدوجة,Double Hit Chance,Chance de Double Coup,Doppelschlag-Chance,ダブルヒット率,이중 타격 확률,Chance de Golpe Duplo,Probabilidad de Doble Golpe,Çift Vuruş Şansı,Probabilità Doppio Colpo
Items.SubStat.Health,الصحة,Health,PV,LP,HP,HP,HP,PV,Can,PV
Items.SubStat.HealthRegen,تجدد الصحة,Health Regen,Régén PV,LP-Regen,HP回復,HP 회복,Regen. HP,Regen. PV,Can Yenileme,Rigen. PV
Items.SubStat.Lifesteal,امتصاص الحياة,Lifesteal,Vol de Vie,Lebensraub,ライフスティール,라이프 스틸,Roubo de Vida,Robo de Vida,Can Çalma,Rubavita
Items.SubStat.MeleeDamage,ضرر القتال القريب,Melee Damage,Dégâts Mêlée,Nahkampfschaden,近接ダメージ,근접 데미지,Dano Corpo a Corpo,Daño Cuerpo a Cuerpo,Yakın Hasar,Danno Mischia
Items.SubStat.RangedDamage,ضرر القتال البعيد,Ranged Damage,Dégâts à Distance,Fernkampfschaden,遠距離ダメージ,원거리 데미지,Dano à Distância,Daño a Distancia,Menzilli Hasar,Danno a Distanza
Items.Tier.Name.Tier1,عادي,Normal,Normal,Normal,ノーマル,노멀,Normal,Normal,Normal,Normale
Items.Tier.Name.Tier2,صعب,Hard,Difficile,Schwer,ハード,하드,Difícil,Difícil,Zor,Difficile
Items.Tier.Name.Tier3,متطرف,Extreme,Extrême,Extrem,エクストリーム,익스트림,Extremo,Extremo,Ekstrem,Estremo
Items.Tier.Name.Tier4,مدمر,Overkill,Excessif,Übertötung,オーバーキル,오버킬,Excessivo,Excesivo,Aşırı,Eccessivo
Items.Tier.Name.Tier5,مستحيل,Impossible,Impossible,Unmöglich,インポッシブル,임파서블,Impossível,Imposible,İmkansız,Impossibile
Items.Tier.Name.Tier6,الجحيم I,Hell I,Enfer I,Hölle I,ヘル I,헬 I,Inferno I,Infierno I,Cehennem I,Inferno I
Items.Tier.Name.Tier7,الجحيم II,Hell II,Enfer II,Hölle II,ヘル II,헬 II,Inferno II,Infierno II,Cehennem II,Inferno II
Items.Tier.Name.Tier8,الجحيم III,Hell III,Enfer III,Hölle III,ヘル III,헬 III,Inferno III,Infierno III,Cehennem III,Inferno III
Items.Type.Backpack,حقيبة,Backpack,Sac à Dos,Rucksack,バックパック,백팩,Mochila,Mochila,Çanta,Zaino
Items.Type.Cloak,عباءة,Cape,Cape,Umhang,マント,망토,Manto,Capa,Pelerin,Mantello
Items.Type.Gloves,قفازات,Gloves,Gants,Handschuhe,グローブ,글러브,Luvas,Guantes,Eldiven,Guanti
Items.Type.Helmet,خوذة,Helmet,Casque,Helm,ヘルメット,헬멧,Capacete,Casco,Miğfer,Elmo
Items.Type.Necklace,قلادة,Necklace,Collier,Halskette,ネックレス,목걸이,Colar,Collar,Kolye,Collana
Items.Type.Ring,خاتم,Ring,Anneau,Ring,リング,링,Anel,Anillo,Yüzük,Anello
Items.Type.Weapon,سلاح,Weapon,Arme,Waffe,武器,무기,Arma,Arma,Silah,Arma
Items.Type.Wing,جناح,Wing,Aile,Schwinge,ウィング,윙,Asa,Ala,Kanat,Ali
Items.Weapon.Name.1,سيف خشبي,Wooden Sword,Épée en Bois,Holzschwert,木の剣,나무 검,Espada de Madeira,Espada de Madera,Ahşap Kılıç,Spada di Legno
Items.Weapon.Name.1001,سلاح الزومبي,ZombieWeapon,Arme de Zombie,Zombie-Waffe,ゾンビウェポン,좀비 웨폰,Arma Zumbi,Arma Zombi,Zombi Silahı,Arma Zombie
Items.Weapon.Name.1002,مسدس أبيض وأسود,BlackAndWhite_Gun,Pistolet Noir et Blanc,Schwarz-Weiß-Pistole,モノクロガン,모노크롬 건,Pistola Preto e Branco,Pistola Blanco y Negro,Siyah Beyaz Tabanca,Pistola Bianco e Nero
Items.Weapon.Name.1003,سلاح التنين,DragonWeapon,Arme de Dragon,Drachenwaffe,ドラゴンウェポン,드래곤 웨폰,Arma do Dragão,Arma de Dragón,Ejderha Silahı,Arma del Drago
Items.Weapon.Name.1006,سيف أبيض وأسود,BlackAndWhite_Sword,Épée Noir et Blanc,Schwarz-Weiß-Schwert,モノクロソード,모노크롬 소드,Espada Preto e Branco,Espada Blanco y Negro,Siyah Beyaz Kılıç,Spada Bianco e Nero
Items.Weapon.Name.1007,بندقية بيضاء وسوداء,BlackAndWhite_Rifle,Fusil Noir et Blanc,Schwarz-Weiß-Gewehr,モノクロライフル,모노크롬 라이플,Rifle Preto e Branco,Rifle Blanco y Negro,Siyah Beyaz Tüfek,Fucile Bianco e Nero
Items.Weapon.Name.1008,سكين أبيض وأسود,BlackAndWhite_Knife,Couteau Noir et Blanc,Schwarz-Weiß-Messer,モノクロナイフ,모노크롬 나이프,Faca Preto e Branco,Cuchillo Blanco y Negro,Siyah Beyaz Bıçak,Coltello Bianco e Nero
Items.Weapon.Name.1009,بندقية الخربشة,Doodle Rifle,Fusil Gribouillage,Kritzel-Gewehr,ドゥードルライフル,두들 라이플,Rifle Rabisco,Rifle Garabato,Karalama Tüfek,Fucile Scarabocchio
Items.Weapon.Name.1010,سكين الخربشة,Doodle Knife,Couteau Gribouillage,Kritzel-Messer,ドゥードルナイフ,두들 나이프,Faca Rabisco,Cuchillo Garabato,Karalama Bıçak,Coltello Scarabocchio
Items.Weapon.Name.1011,سيف الخربشة,Doodle Sword,Épée Gribouillage,Kritzel-Schwert,ドゥードルソード,두들 소드,Espada Rabisco,Espada Garabato,Karalama Kılıç,Spada Scarabocchio
Items.Weapon.Name.1012,مسدس الخربشة,Doodle Gun,Pistolet Gribouillage,Kritzel-Pistole,ドゥードルガン,두들 건,Pistola Rabisco,Pistola Garabato,Karalama Tabanca,Pistola Scarabocchio
Items.Weapon.Name.1013,كرامبيت أبيض وأسود,BlackAndWhite_Karambit,Karambit Noir et Blanc,Schwarz-Weiß-Karambit,モノクロカランビット,모노크롬 카람빗,Karambit Preto e Branco,Karambit Blanco y Negro,Siyah Beyaz Karambit,Karambit Bianco e Nero
Items.Weapon.Name.1277,منجل,Sickle,Faucille,Sichel,シックル,시클,Foice,Hoz,Orak,Falce
Items.Weapon.Name.1287,فأس المعركة,Battle Axe,Hache de Bataille,Streitaxt,バトルアックス,배틀 액스,Machado de Batalha,Hacha de Batalla,Savaş Baltası,Ascia da Battaglia
Items.Weapon.Name.1288,صولجان,Mace,Masse,Streitkolben,メイス,메이스,Maça,Maza,Topuz,Mazza
Items.Weapon.Name.1290,سيف المرافق,Squire Sword,Épée d'Écuyer,Knappen-Schwert,スクワイアソード,스콰이어 소드,Espada de Escudeiro,Espada de Escudero,Silahtar Kılıcı,Spada dello Scudiero
